,CAMBARI,CARRIZAL,HUACATA,INCAHUASI
2001-06-20 23:00:00,0.32199662046774197,1.6510916095318033,0.09190506072041167,15.481776623471886
2001-06-21 00:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 01:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 02:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 03:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 04:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 05:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 06:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 07:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 08:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 09:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 10:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 11:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 12:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 13:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 14:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 15:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 16:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 17:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 18:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 19:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 20:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 21:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 22:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-21 23:00:00,0.3072116371935484,1.6431840826662298,0.09190506072041167,15.401870679608802
2001-06-22 00:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 01:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 02:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 03:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 04:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 05:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 06:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 07:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 08:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 09:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 10:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 11:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 12:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 13:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 14:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 15:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 16:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 17:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 18:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 19:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 20:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 21:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 22:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-22 23:00:00,0.29434531587096774,1.6350506264616396,0.09190506072041167,15.321964735745725
2001-06-23 00:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 01:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 02:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 03:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 04:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 05:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 06:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 07:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 08:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 09:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 10:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 11:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 12:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 13:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 14:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 15:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 16:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 17:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 18:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 19:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 20:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 21:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 22:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-23 23:00:00,0.2828333441612903,1.6271430995960656,0.09190506072041167,15.24205879188264
2001-06-24 00:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 01:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 02:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 03:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 04:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 05:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 06:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 07:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 08:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 09:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 10:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 11:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 12:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 13:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 14:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 15:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 16:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 17:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 18:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 19:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 20:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 21:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 22:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-24 23:00:00,0.2734657593387097,1.6190096433914754,0.09190506072041167,15.16215284801956
2001-06-25 00:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 01:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 02:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 03:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 04:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 05:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 06:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 07:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 08:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 09:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 10:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 11:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 12:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 13:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 14:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 15:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 16:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 17:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 18:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 19:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 20:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 21:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 22:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-25 23:00:00,0.2654525241290323,1.611102116525902,0.09190506072041167,15.092235147139368
2001-06-26 00:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 01:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 02:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 03:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 04:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 05:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 06:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 07:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 08:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 09:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 10:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 11:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 12:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 13:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 14:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 15:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 16:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 17:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 18:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 19:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 20:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 21:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 22:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-26 23:00:00,0.2575521513870968,1.6034205189993442,0.09190506072041167,15.012329203276286
2001-06-27 00:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 01:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 02:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 03:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 04:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 05:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 06:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 07:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 08:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 09:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 10:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 11:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 12:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 13:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 14:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 15:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 16:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 17:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 18:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 19:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 20:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 21:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 22:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-27 23:00:00,0.2504418159193549,1.5957389214727868,0.09190506072041167,14.942411502396093
2001-06-28 00:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 01:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 02:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 03:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 04:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 05:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 06:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 07:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 08:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 09:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 10:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 11:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 12:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 13:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 14:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 15:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 16:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 17:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 18:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 19:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 20:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 21:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 22:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-28 23:00:00,0.24389579279032259,1.5880573239462297,0.09190506072041167,14.862505558533009
2001-06-29 00:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 01:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 02:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 03:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 04:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 05:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 06:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 07:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 08:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 09:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 10:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 11:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 12:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 13:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 14:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 15:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 16:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 17:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 18:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 19:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 20:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 21:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 22:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-29 23:00:00,0.23780121953225808,1.5803757264196723,0.09190506072041167,14.792587857652814
2001-06-30 00:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 01:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 02:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 03:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 04:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 05:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 06:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 07:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 08:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 09:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 10:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 11:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 12:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 13:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 14:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 15:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 16:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 17:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 18:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 19:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 20:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 21:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 22:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-06-30 23:00:00,0.23227095861290317,1.5726941288931149,0.09190506072041167,14.712681913789732
2001-07-01 00:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 01:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 02:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 03:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 04:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 05:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 06:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 07:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 08:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 09:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 10:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 11:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 12:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 13:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 14:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 15:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 16:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 17:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 18:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 19:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 20:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 21:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 22:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-01 23:00:00,1.1403623740645161,10.168627690449838,0.49628732789022295,88.28607972572128
2001-07-02 00:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 01:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 02:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 03:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 04:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 05:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 06:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 07:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 08:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 09:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 10:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 11:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 12:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 13:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 14:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 15:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 16:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 17:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 18:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 19:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 20:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 21:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 22:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-02 23:00:00,4.650836570709678,18.884077872346232,0.9558126314922814,170.54924893276285
2001-07-03 00:00:00,4.258639495306452,15.970944975068853,0.8271455464837052,148.14561992215158
2001-07-03 01:00:00,4.258639495306452,15.970944975068853,0.8271455464837052,148.14561992215158
2001-07-03 02:00:00,4.258639495306452,15.970944975068853,0.8271455464837052,148.14561992215158
2001-07-03 03:00:00,4.258639495306452,15.970944975068853,0.8271455464837052,148.14561992215158
